CustomerID,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn
111,539,56,2,77681.56677439038,2,1,1,107204.50574143462,0
112,645,59,1,191996.98164753505,1,1,1,45276.3313913731,1
113,562,62,3,153617.98104382804,3,0,0,31666.513946610878,0
114,557,65,9,41617.44297002206,3,0,1,30031.41805742047,0
115,586,75,2,76837.83041079601,1,0,1,64905.9705555879,0
116,687,31,1,108802.45827262197,1,1,0,45467.22858484602,1
117,716,28,0,122597.17241273768,2,1,0,50396.074328528644,1
118,402,59,2,93636.77920575342,1,1,1,145818.70596170996,0
119,629,55,9,162025.32700239183,1,0,1,52311.30290602285,0
120,759,21,5,153521.20389164635,1,1,0,144620.3141542488,1
121,566,70,8,101031.58372563335,1,0,1,83289.71275499451,1
122,601,50,4,170885.87735634609,2,1,0,159460.13784441035,0
123,537,24,2,150217.90608847718,2,0,1,48629.77085253915,1
124,729,73,4,155716.36974412866,1,1,1,24205.83297789361,1
125,842,58,4,191280.15588668332,1,0,1,36059.52926067206,0
126,390,25,4,53293.388241840534,3,1,1,193906.6152452079,0
127,506,54,6,53529.632473369835,3,0,1,116831.0184366557,0
128,364,68,4,177790.451138128,1,1,1,129265.5399405494,0
129,650,27,6,154445.2746771359,3,0,0,194061.04171656386,0
130,414,60,8,185309.10828712548,3,1,1,159681.07213201662,0
131,694,74,4,12626.032064890613,2,0,0,40277.42442799132,0
132,676,32,1,125551.41545231931,2,1,1,95919.06920823388,0
133,358,55,4,28925.66762468949,2,0,1,167850.73903403763,0
134,693,32,7,100779.43965851652,3,1,1,139698.84325766726,0
135,478,22,3,31149.386370688848,1,1,0,58833.921830821324,1
136,841,46,1,25615.701796975853,2,1,0,165027.35687742164,0
137,485,36,9,2433.6690764066307,3,0,1,120590.26754294505,1
138,821,71,2,126047.76247658087,1,1,0,161897.14989998913,0
139,412,68,8,71804.52333801721,2,1,0,132763.7089780387,0
140,488,27,8,21037.65697579434,3,1,1,103317.2928615645,1
141,848,29,7,64567.55554626197,2,0,0,151132.00967116794,0
142,430,71,7,33788.818290316995,3,1,0,175816.43332978353,0
143,741,21,7,188338.9663003319,2,1,1,103801.75157070292,0
144,512,48,7,64000.977152269625,3,0,0,25361.791349676816,0
145,768,35,7,66790.70465787797,1,0,1,126780.47750404447,1
146,638,33,0,167971.60067991712,2,1,1,36260.57509763624,1
147,728,57,5,129551.15225720084,2,0,1,78414.32121597094,0
148,610,53,8,142034.32148060028,3,0,1,118960.74428479582,0
149,839,42,7,127200.3607977921,1,1,1,82149.0731626881,0
150,580,40,2,189239.25678971308,1,0,0,70567.64476217203,0
151,390,29,0,41400.166311609035,2,1,0,23620.041830766524,0
152,377,51,1,197807.84835115913,3,1,1,68468.62972712552,1
153,484,53,1,166191.23551130263,2,0,1,89263.70706226835,1
154,550,54,6,117794.51777526844,3,1,1,72245.66782974481,1
155,677,20,5,132474.3248792498,1,0,1,133115.36620517715,1
156,617,26,1,129765.17530012282,2,1,1,139845.93392710283,0
157,767,78,7,11679.24481183078,3,1,1,160382.61185749917,0
158,382,70,8,43603.29970638772,1,1,1,53462.904774851115,1
159,397,35,6,192294.17690494983,3,1,1,131406.86798703595,0
160,756,60,3,106872.88577187585,2,1,1,97410.72563117344,0
161,411,52,0,75670.7206523824,3,1,1,78118.9608333078,1
162,565,79,3,152407.692677815,2,1,1,106899.44106693094,0
163,642,74,3,104903.78853116192,1,0,1,106633.01000291367,0
164,448,72,7,2632.554286379518,3,1,1,135086.681070248,1
165,521,51,3,147247.51934302357,1,1,1,120659.3074985246,1
166,709,58,3,146443.51201057227,1,1,1,133629.39823654486,0
167,563,31,1,33029.74242199488,2,0,1,196488.9797753326,0
168,824,21,9,191332.01768484266,2,0,1,165883.72182862693,0
169,384,46,6,44781.62630822287,1,0,0,72570.47675896354,0
170,798,58,3,91549.87347643985,2,1,1,116027.5810766132,0
171,576,62,5,22947.192252182936,1,1,0,61284.98114673677,0
172,450,67,2,120656.46389011768,2,1,1,113399.83053188877,0
173,780,32,6,75090.2240114425,2,1,1,148174.82517816967,0
174,811,45,5,70634.6924419411,3,0,1,31838.749138833442,0
175,480,59,2,165395.37544418944,3,0,1,44736.38311821805,1
176,606,33,3,1912.3425700956486,2,1,1,21315.91324282127,0
177,354,29,9,159589.3541784845,1,0,1,88160.17802710709,1
178,567,69,4,114289.71314961574,1,0,1,158116.75005230686,0
179,604,22,8,197219.7026960398,1,0,1,100912.85327508688,1
180,747,51,5,117888.6441208498,2,1,1,122740.93133769593,0
181,708,59,3,11075.826829591584,2,0,0,126176.71932982067,0
182,632,18,6,10129.065288745265,1,1,1,36117.298025763535,0
183,742,56,1,176630.5972743664,3,1,0,51402.28925307296,1
184,556,49,3,168242.8291022106,3,0,1,184738.56065803205,0
185,364,43,4,69178.01511640464,1,1,0,102567.98330991222,0
186,695,34,3,123606.49683622744,2,1,1,95350.26838477649,0
187,391,65,3,97918.27141112006,2,1,1,155177.5688163755,0
188,729,76,8,193432.81102721044,1,1,0,28134.77504364741,0
189,810,44,1,189992.1801753783,3,0,1,171340.64279271878,0
190,528,41,5,196767.8017081549,1,1,1,140678.35733192728,0
191,412,52,7,173289.75612685285,1,0,0,46086.313851480314,0
192,701,63,7,181910.31815502024,1,1,1,31686.36987920946,0
193,580,59,6,43455.755753427286,3,1,1,20519.931842772246,0
194,590,71,9,166201.3577979549,1,1,1,72947.50330326858,1
195,401,56,3,141771.42264085493,3,1,1,78464.01041366509,1
196,445,43,6,192557.30176561404,2,1,0,51825.28606162533,1
197,737,66,9,114252.36568852389,3,1,1,71676.23655790466,0
198,571,79,5,17033.43334211127,3,1,1,121166.80330756232,0
199,834,55,5,119479.77823743058,1,1,1,40314.67496344005,0
200,756,40,1,137316.18560425757,2,0,1,56205.03175499173,0
201,580,39,7,44064.20574248566,1,1,1,121158.27304756996,0
202,586,21,7,78822.67670254568,3,1,1,146805.13460273878,0
203,492,66,6,119700.68281033599,3,1,0,187628.73538202269,0
204,520,76,8,74821.14746330111,1,0,0,111899.73040039993,0
205,378,26,7,74989.54344773278,2,0,1,40380.361120550806,0
206,385,21,8,26617.327834559477,3,1,1,126475.07992108706,0
207,362,24,8,188149.34461553322,3,0,0,199165.4021836829,0
208,509,40,5,150098.87689901932,3,1,1,178951.61378237305,0
209,676,19,1,248.68777322040182,2,1,1,160429.27571119813,1
210,536,66,6,153122.65680443303,1,0,0,152227.29206983335,0
211,592,41,2,147958.99853157176,2,1,1,156000.00136034127,1
212,435,57,6,1946.1920311045988,2,0,1,36327.552392953985,0
213,633,72,8,73920.85952275291,3,1,1,113632.23359202001,0
214,415,79,9,121349.53806510613,2,1,0,144124.380924022,1
215,519,48,9,90550.13037160717,3,1,0,33090.00470873009,0
216,394,64,1,155597.22374410144,2,1,1,184656.38897446837,0
217,411,48,5,85091.6665268868,2,0,1,42983.77747089479,1
218,790,64,5,30772.593890767406,1,1,0,35875.24130804305,0
219,483,57,8,195283.12485476572,2,1,1,42219.772731766076,0
220,633,65,8,48407.99855520932,1,1,1,96182.42923910743,0
221,377,68,4,143538.46210826645,3,1,1,117771.63748543798,0
222,457,60,4,28631.26233281439,3,1,1,37053.014926936856,1
223,393,51,8,65802.52275678654,1,1,0,161477.22470708034,1
224,689,72,7,88405.52168608476,3,0,1,56028.966966362954,0
225,635,41,6,38446.40090541278,3,1,1,120883.59492116008,0
226,795,66,7,89991.9152737219,2,1,0,108402.13983992973,0
227,680,77,5,31432.56459835,1,1,1,183014.40423656994,1
228,477,43,2,111801.30779717803,3,0,0,180794.62816715828,0
229,697,33,6,132742.6505040388,1,1,1,62914.17897267143,0
230,822,74,7,12486.856805602154,2,1,1,116916.51656226267,0
231,580,64,7,174226.42421643363,3,1,1,197372.02456351678,0
232,539,30,0,37028.1770084071,3,1,0,79732.50487811363,0
233,574,32,6,45072.48506406476,1,1,1,33260.468910880445,1
234,734,44,2,132269.9680166126,3,1,1,149245.8401376753,1
235,726,21,1,93750.2120868828,1,1,1,110574.88671587694,0
236,632,33,1,99879.11983421314,3,1,0,189133.9213632355,1
237,795,47,7,25630.996912626535,2,1,0,123535.96487571424,0
238,470,61,8,161147.16437528166,2,1,0,112069.35772983966,0
239,465,47,2,123410.849220842,1,1,0,184672.43756862765,1
240,810,53,2,27076.408661891204,3,0,0,88469.03021344883,0
241,582,20,5,74799.8734051192,3,0,1,127540.34207281667,0
242,608,39,9,162081.98654700603,1,1,0,172227.032446972,0
243,708,66,0,113671.00919732414,2,0,1,127565.62008846572,0
244,547,39,5,21729.755826586093,2,1,0,73603.25176143095,0
245,805,67,2,74555.40915785734,2,1,1,120497.99048969698,1
246,760,74,3,48538.87969114692,1,1,1,97764.62909036965,0
247,486,67,8,103493.11073074528,2,0,0,197248.4655022058,1
248,667,72,2,168672.2257743979,1,1,0,29169.665962480678,0
249,514,77,0,87253.42696088397,2,1,0,158234.31448625328,0
250,574,66,2,86668.40607366462,2,1,1,24322.754419882403,0
251,656,29,6,181070.1804654074,1,0,1,128704.62882133432,0
252,583,72,6,115237.08250145448,3,1,1,97568.58590057175,0
253,521,38,4,113238.21747948138,3,1,0,183879.8847385133,1
254,501,73,0,52381.97837507787,3,0,1,117081.27759224083,0
255,812,21,7,121544.54956742526,2,1,1,168920.0296680226,0
256,664,48,9,115182.09348347927,2,1,0,140985.47678252755,0
257,723,61,7,79370.2940683728,3,1,0,100470.62397737433,0
258,509,48,9,198139.1131798361,2,1,0,80788.03850755146,0
259,445,75,9,176378.19298961735,2,0,1,41066.622627791905,0
260,821,40,9,149917.2580153631,3,0,1,22433.429575298785,0
261,582,71,1,107469.1176826001,1,0,0,20251.317548105155,0
262,529,70,9,92411.96037892604,3,1,1,60662.88910996028,0
263,462,37,2,36979.47904463988,3,1,0,120965.88761822425,0
264,667,32,3,61147.49480292474,1,1,0,195589.01791303197,0
265,846,40,0,154792.15996464205,2,1,1,146941.2201217924,0
266,791,45,3,90749.79078751028,3,0,0,32722.907931396454,0
267,401,33,4,176453.9033139003,3,0,0,136137.28478727146,0
268,617,54,2,29582.227269105755,2,1,1,107389.21561130033,1
269,644,38,9,101669.4192027273,2,1,0,134513.0181228307,0
270,735,32,1,129393.13680426174,1,1,0,132174.54108389444,1
271,736,34,5,103369.69126158519,2,1,1,45910.09432734707,0
272,462,67,7,177845.37831699743,3,1,1,185502.73921370076,0
273,450,54,6,197912.65636582795,2,1,1,119817.47775280497,0
274,462,30,0,23166.931668273948,2,1,1,146137.03423490486,1
275,789,36,3,25990.980815384202,1,1,0,89674.17736557034,0
276,430,47,2,26064.822712024215,1,1,0,42012.46596863012,0
277,536,62,5,136235.41921410552,3,1,1,144367.34679160724,0
278,462,35,8,74535.21909916759,3,1,0,189647.97422885388,0
279,351,31,8,146662.9322531812,2,0,1,124603.84966576008,0
280,479,79,6,81094.29457739575,3,1,0,55756.44510395936,1
281,569,53,8,125521.34426641272,3,0,1,132185.41937454598,0
282,403,53,7,153971.6011357787,2,1,1,97207.71882025179,0
283,692,37,4,109643.18213098412,2,1,1,91826.88259674174,0
284,834,69,8,107900.71809000122,2,1,1,184430.85823623685,0
285,573,36,6,17646.86505712689,1,0,1,152674.72854813354,0
286,574,62,4,82156.34858188697,1,1,1,111579.2373564365,0
287,734,61,7,109155.43064498751,2,1,1,95150.25349469036,0
288,752,24,6,92396.16513328199,1,1,1,63726.987837738096,1
289,475,74,8,180156.4000376851,1,0,1,81823.48025413565,0
290,479,61,9,181306.12642389786,1,1,0,117310.98672581406,1
291,402,70,0,164383.47611775235,3,1,0,28701.58382116454,0
292,521,21,8,75059.615074624,2,1,0,84353.22905110454,0
293,567,76,6,143459.83033750686,2,0,1,108935.67483656303,0
294,509,51,0,79057.69221392195,3,1,1,129493.0797363375,0
295,547,19,0,46518.71979515181,1,0,1,153758.1292912501,0
296,765,22,4,68580.52871017632,2,0,1,22489.697500493403,0
297,596,72,7,14192.926657107097,1,1,1,73064.6712115521,1
298,673,27,8,66355.50180092944,3,1,0,66972.2637667539,1
299,788,49,5,92148.44345223432,1,1,1,113830.31943890723,0
300,552,59,9,191096.178956166,3,1,1,103882.34121177296,0
301,533,58,7,62682.117243924986,3,1,1,34382.13186296632,0
302,472,30,5,180490.70784110413,1,1,0,157043.2646880474,1
303,750,56,5,45771.65516469941,1,0,1,143708.79416450317,1
304,604,22,3,38193.77955184988,2,0,1,167805.9590451734,0
305,643,75,4,103799.09128643299,3,0,1,39986.25645935933,0
306,629,27,1,134502.27385948118,1,1,1,111121.82318677062,0
307,674,27,2,8866.450160456285,1,1,0,128669.97403443001,0
308,721,55,2,44213.173009443344,2,1,0,28809.133025230967,0
309,447,44,4,91136.73330026328,2,1,1,192694.8290080021,0
310,547,77,4,66200.86719663629,2,0,0,162998.13225747287,0
311,819,68,5,142524.21586966436,3,0,0,63857.311151454946,0
312,744,38,4,102232.11920826336,2,0,1,133175.26830227466,1
313,589,25,5,32071.82112078004,3,0,1,45807.78234370584,0
314,493,18,7,178893.0758630181,2,0,1,177177.86327326763,0
315,446,45,1,58581.13509667191,3,1,1,37701.44148542429,0
316,550,66,3,146226.2217928847,2,1,1,182737.0054413771,0
317,473,56,5,155983.15582108198,3,1,0,169014.53108792653,1
318,536,31,4,192631.54005122042,2,1,1,106080.7178448212,0
319,675,38,0,99701.49330482028,2,0,1,137467.89037666284,0
320,813,47,8,123167.10309288643,1,1,1,64246.00040984371,1
321,698,38,2,66975.25869590674,3,1,0,89183.05058400363,0
322,608,66,1,135635.8586824133,1,1,1,59140.04621700912,0
323,497,26,8,92676.69717326395,3,1,1,114971.166551222,0
324,601,34,6,87530.47294488446,1,1,1,77362.28198106175,1
325,792,22,4,171093.5058232211,2,1,1,83278.52045228469,0
326,769,75,5,10033.768699737733,1,0,1,99697.73225497903,1
327,752,74,3,176392.4855663737,2,1,1,177066.5809779678,0
328,695,79,0,170413.96756571138,3,1,0,118751.5090065714,0
329,800,48,3,101273.25071235783,2,1,0,165187.28811151555,0
330,496,69,8,98040.57084112565,1,1,1,172739.36962524458,0
331,497,78,0,72361.47360709804,3,1,0,64177.1084414828,0
332,701,57,9,198834.75833634686,1,1,1,159984.11604042767,0
333,548,55,2,22233.866550768245,2,0,1,136759.20074597473,0
334,657,60,4,118043.0471257214,2,1,0,111332.96689918466,0
335,838,36,6,136336.3180224834,1,1,0,35960.05028827748,0
336,766,53,8,186866.00164338888,3,0,1,123020.90627579426,0
337,773,67,5,156040.6993713523,1,1,0,47968.57244442147,0
338,477,50,2,128769.44056230936,2,1,0,166925.95649021553,0
339,388,30,6,23362.463362424536,3,0,1,188231.92591303543,0
340,687,31,3,74746.70336629347,1,1,1,106059.37773903219,0
341,709,73,2,27768.32850959705,2,1,1,99294.89195892245,0
342,478,50,6,176242.54649310274,3,0,1,107980.81247798275,1
343,616,79,6,149924.2311127286,1,1,0,32092.776707188907,0
344,825,46,3,151507.35735944586,3,0,0,62656.68025532806,1
345,790,60,6,130451.30355470882,2,1,0,189309.9539217857,0
346,822,66,1,101408.70738734193,1,0,1,82113.39199853633,0
347,783,53,0,29994.21189269944,1,1,1,126444.39133412046,0
348,500,75,1,65938.97734101035,2,1,1,136845.5135925854,1
349,764,61,3,27383.158495378113,2,1,0,177888.0822379497,0
350,827,27,7,144982.62857046863,2,1,0,62872.10196056658,1
351,647,48,2,32045.755204401004,1,1,0,180223.4170165981,0
352,448,23,9,140422.7100343371,2,1,1,90498.08369052687,1
353,612,74,5,138451.07791918094,1,0,1,185919.87030646595,0
354,601,18,5,91860.89579825778,1,1,1,94037.22874139131,0
355,493,24,8,27045.730823610458,3,1,1,38712.79681516245,1
356,695,75,8,62960.16522680734,2,0,1,29382.123808519267,0
357,461,44,3,64018.62181511029,2,0,1,194111.83769344463,0
358,849,38,8,140077.0266286587,3,1,0,41840.51037298167,0
359,409,45,5,22748.60388274487,1,0,0,117414.49274919851,1
360,718,33,1,165813.72924321814,1,1,1,114856.30921781596,0
361,351,73,9,152201.4580371828,1,1,1,92244.30258851817,0
362,734,63,5,37261.383634854785,2,1,0,95245.56401254717,0
363,653,40,1,143832.87635577787,1,1,0,105628.90303285648,1
364,603,69,7,133702.63629356437,3,0,0,37916.16722134458,0
365,489,37,3,149624.16002218527,1,0,0,162363.2356268956,0
366,802,55,4,37785.71108973889,2,1,1,87871.48201706835,0
367,386,71,7,31518.064431293726,2,1,1,64017.1255154089,0
368,509,42,7,47296.797184550844,1,1,1,77288.11600759387,0
369,358,45,5,73174.34062979513,1,1,0,130136.56382013303,0
370,582,22,3,158732.99620716023,2,1,1,159518.91450446539,0
371,448,73,0,147584.78749577,1,1,1,47615.545489294294,0
372,496,38,6,185090.3184557066,3,1,1,126662.38198208493,1
373,653,35,7,11725.91181972309,2,1,0,96034.21347764196,0
374,557,64,8,2311.25620283712,1,0,1,175154.97396017206,0
375,480,23,1,139827.76594015982,1,1,1,190873.8345456643,0
376,753,74,0,55857.49915883313,1,0,1,142137.62880409314,0
377,501,46,3,66815.77910676351,3,1,1,126164.92558735852,0
378,403,36,4,109360.40518290244,2,0,0,160463.98423077565,0
379,469,50,9,20482.624625359702,3,1,0,109245.08826393282,0
380,510,18,0,128538.88330960994,1,1,0,29967.023328413947,0
381,757,62,4,65029.48924623004,3,0,0,146197.25298231075,0
382,465,20,5,126543.02486019833,1,1,0,124469.22473755451,0
383,424,59,2,166801.38261467716,1,1,0,47258.79860154106,0
384,462,38,6,34222.266667485936,2,0,1,58334.05924401053,0
385,805,52,5,186174.61858290405,2,1,1,61521.77996989892,0
386,769,58,3,106137.62821248875,1,0,1,151833.7396386804,1
387,771,57,2,184585.55303479367,1,1,0,113306.95532640594,0
388,453,20,4,41546.01644035563,1,1,0,28620.983276331033,0
389,689,42,2,120912.53292084752,2,1,0,170833.7082488795,0
390,603,62,9,80777.42346472094,2,1,1,136093.9572709567,0
391,576,55,8,154844.43823120263,1,1,0,151967.0312716266,0
392,461,62,8,121181.78864265927,2,1,0,188738.62451899186,0
393,822,72,5,98903.0913916637,1,0,0,66830.17349054341,0
394,448,37,5,182597.08128620175,3,1,1,126129.50961210483,0
395,502,69,3,75423.41283433605,2,1,1,156826.71941651634,0
396,698,61,3,43996.040979636295,1,1,0,112302.51527624927,0
397,751,62,1,121620.23737041834,3,1,1,107492.5670795275,0
398,733,51,9,124805.68743456274,1,1,1,187170.3529932428,0
399,715,38,3,87818.92431437508,3,1,0,63848.5551061142,1
400,687,73,7,97322.00873787646,2,0,1,137519.23677127785,0
401,543,72,9,191910.68285997998,2,0,0,194651.8850728193,0
402,659,65,1,146537.13827936025,1,0,1,59597.69069307383,0
403,512,40,8,22120.3502965154,2,0,1,103234.1216874546,0
404,557,23,0,42426.014174122196,2,0,1,195578.71257185398,0
405,794,68,1,195115.3268871118,3,1,0,26453.745166966102,1
406,518,70,1,145293.11075870626,2,1,1,133373.82464799506,0
407,833,30,5,183009.02522893064,3,1,1,92817.4527053123,0
408,510,66,6,60772.29279774441,3,1,1,158796.57328404018,1
409,417,40,2,148373.37201731847,3,0,1,78183.31881756788,0
410,638,26,8,142800.54170470228,2,0,0,87119.0050518761,0
411,747,34,4,58937.99708787502,1,1,0,112814.62911849811,1
412,626,78,4,110163.26509014107,1,1,1,82258.78098677662,0
413,653,19,3,125483.02225405905,2,1,0,66723.37363941621,0
414,753,36,8,96226.362165493,3,1,0,83960.07850707136,0
415,733,36,7,165435.74133160253,2,0,1,183431.1787489353,1
416,741,73,3,166573.8083595979,1,1,0,81681.56278059054,0
417,484,24,3,170120.10966031134,3,1,1,181897.82617271482,0
418,544,71,1,160684.71381963257,2,0,1,56903.54056042945,1
419,750,59,8,97616.69543942892,3,1,1,140992.5419625308,0
420,477,59,2,76287.65962980143,3,0,1,154093.23140211013,1
421,382,76,3,166275.2567428741,1,1,1,40045.84928838852,0
422,525,37,6,98040.29171125338,3,1,1,117917.49917068802,1
423,809,26,9,49274.27972559637,2,1,0,22355.588233207505,0
424,792,34,7,101468.70646444325,3,1,1,187080.69634468382,0
425,720,44,7,28369.964383848423,3,1,1,114367.1789932369,0
426,819,64,3,138325.89811975977,2,1,1,26617.878635629597,0
427,724,19,6,67184.25632478126,1,1,0,142980.12459138842,0
428,371,79,9,52131.759689490864,1,1,0,179427.36273058254,1
429,587,53,0,191301.749246949,2,0,1,152753.81045132902,0
430,507,36,5,155376.1991516615,3,1,1,44073.49949609136,0
431,387,34,5,157413.90054478633,2,0,1,117179.80323220274,0
432,579,22,5,124744.3938558367,2,0,1,151957.73726666434,0
433,714,56,1,167834.56210205943,2,1,0,164102.61111330838,0
434,400,35,7,151832.49623267626,1,1,0,22880.362398922494,0
